variant,system,tick,actual_request_rate,scaled_demand,predicted_demand,p10,p50,p90,monitored,burst,next_interval_seconds,after_stretched_interval,replicas,cpu_millicores,utilization,response_ms,slo_violation,resource_cost,rolling_overlap_cost,execution_backend
novelty_4_adaptive_monitoring,hybrid,0,839.0,526.3855001742768,575.1495589335168,575.1495589335168,575.1495589335168,575.1495589335168,True,False,60,False,1,600,1.5,687.5,True,0.036,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,1,721.0,452.3527361449983,589.7437435462625,589.7437435462625,589.7437435462625,589.7437435462625,True,False,60,False,2,800,0.6731439525967237,134.9030347565214,False,0.10319999999999999,0.026399999999999996,rolling
novelty_4_adaptive_monitoring,hybrid,2,992.0,622.3771348902056,558.8374481110486,558.8374481110486,558.8374481110486,558.8374481110486,True,False,15,False,2,800,0.9261564507294727,222.99655440276464,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,3,948.0,594.7716974555594,626.3139887608213,626.3139887608213,626.3139887608213,626.3139887608213,True,False,139,False,2,800,0.8850769307374396,204.8002825299447,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,4,1047.0,656.8839316835134,626.3139887608213,626.3139887608213,626.3139887608213,626.3139887608213,False,False,2,True,2,800,0.977505850719514,248.12434352106266,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,5,1145.0,718.3687696061346,626.3139887608213,626.3139887608213,626.3139887608213,626.3139887608213,False,False,1,True,2,800,1.0690011452472241,299.8907783424432,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,6,904.0,567.1662600209132,697.8354853388328,697.8354853388328,697.8354853388328,697.8354853388328,True,False,240,True,2,800,0.8439974107454066,188.2170891366551,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,7,1008.0,632.4154757755316,697.8354853388328,697.8354853388328,697.8354853388328,697.8354853388328,False,False,3,True,3,600,0.8365284071104916,185.36941902754154,False,0.1272,0.040799999999999996,rolling
novelty_4_adaptive_monitoring,hybrid,8,965.0,605.4374346462182,697.8354853388328,697.8354853388328,697.8354853388328,697.8354853388328,False,False,2,True,3,600,0.8008431675214527,172.45170592570696,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,9,1099.0,689.5085395608226,697.8354853388328,697.8354853388328,697.8354853388328,697.8354853388328,False,False,1,True,3,600,0.9120483327524108,216.5608044479641,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,10,931.0,584.1059602649007,695.708824954223,695.708824954223,695.708824954223,695.708824954223,True,False,240,True,3,600,0.7726269315673289,163.0198667751395,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,11,1011.0,634.2976646915301,695.708824954223,695.708824954223,695.708824954223,695.708824954223,False,False,3,True,3,600,0.8390180749887964,186.31302018467994,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,12,1169.0,733.4262809341234,695.708824954223,695.708824954223,695.708824954223,695.708824954223,False,False,2,True,3,600,0.9701405832461949,244.35257873192572,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,13,1013.0,635.5524573021959,695.708824954223,695.708824954223,695.708824954223,695.708824954223,False,False,1,True,3,600,0.8406778535743332,186.94520695897864,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,14,842.0,528.2676890902753,687.0491128044487,687.0491128044487,687.0491128044487,687.0491128044487,True,False,240,True,3,600,0.6987667845109462,141.41426571413373,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,15,1180.0,740.327640292785,687.0491128044487,687.0491128044487,687.0491128044487,687.0491128044487,False,False,3,True,3,600,0.9792693654666468,249.0359236717985,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,16,1164.0,730.2892994074591,687.0491128044487,687.0491128044487,687.0491128044487,687.0491128044487,False,False,2,True,3,600,0.9659911367823534,242.25269910802598,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,17,1061.0,665.6674799581735,687.0491128044487,687.0491128044487,687.0491128044487,687.0491128044487,False,False,1,True,3,600,0.8805125396272137,202.87941662893772,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,18,1163.0,729.6619031021262,706.5733222625486,706.5733222625486,706.5733222625486,706.5733222625486,True,False,120,True,3,600,0.9651612474895849,241.83488120423087,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,19,1290.0,809.3412338794005,706.5733222625486,706.5733222625486,706.5733222625486,706.5733222625486,False,False,1,True,3,600,1.0705571876711648,300.85239846277466,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,20,974.0,611.084001394214,777.9355348532454,777.9355348532454,777.9355348532454,777.9355348532454,True,False,175,True,3,600,0.8083121711563678,175.06263755253104,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,21,1143.0,717.1139769954689,777.9355348532454,777.9355348532454,777.9355348532454,777.9355348532454,False,False,2,True,3,700,0.8130543956864726,176.74561984478692,False,0.1476,0.046799999999999994,rolling
novelty_4_adaptive_monitoring,hybrid,22,925.0,580.3415824329035,777.9355348532454,777.9355348532454,777.9355348532454,777.9355348532454,False,False,1,True,3,700,0.6579836535520447,131.276434446257,False,0.126,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,23,805.0,505.05402579295924,678.0399584629695,678.0399584629695,678.0399584629695,678.0399584629695,True,False,172,True,3,700,0.5726236120101579,113.79716417543838,False,0.126,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,24,778.0,488.1143255489718,678.0399584629695,678.0399584629695,678.0399584629695,678.0399584629695,False,False,2,True,3,600,0.6456538697737723,128.4475455977035,False,0.13319999999999999,0.046799999999999994,rolling
novelty_4_adaptive_monitoring,hybrid,25,767.0,481.2129661903102,678.0399584629695,678.0399584629695,678.0399584629695,678.0399584629695,False,False,1,True,3,600,0.6365250875533204,126.42149053836766,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,26,673.0,422.23771348902056,591.8179996435429,591.8179996435429,591.8179996435429,591.8179996435429,True,False,15,True,3,600,0.558515494033096,111.36015364908093,False,0.108,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,27,746.0,468.03764377832,555.3142712679564,555.3142712679564,555.3142712679564,555.3142712679564,True,False,15,False,2,800,0.6964845889558333,140.81448578521787,False,0.11759999999999998,0.040799999999999996,rolling
novelty_4_adaptive_monitoring,hybrid,28,670.0,420.35552457302197,561.3419684534701,561.3419684534701,561.3419684534701,561.3419684534701,True,False,15,False,2,800,0.6255290544241399,124.05700441001869,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,29,702.0,440.4322063436738,535.4057717303917,535.4057717303917,535.4057717303917,535.4057717303917,True,False,15,False,2,800,0.6554050689638002,130.67594929195062,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,30,635.0,398.39665388637155,534.982563761072,534.982563761072,534.982563761072,534.982563761072,True,False,15,False,2,800,0.5928521635213863,117.50694852109771,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,31,779.0,488.74172185430467,513.775709472357,513.775709472357,513.775709472357,513.775709472357,True,False,15,False,2,800,0.7272942289498582,149.24731353812584,False,0.09599999999999999,0.0,rolling
novelty_4_adaptive_monitoring,hybrid,32,671.0,420.98292087835483,545.2607399391945,545.2607399391945,545.2607399391945,545.2607399391945,True,False,15,False,2,600,0.8352835731713389,184.89971948703038,False,0.0912,0.0336,rolling
novelty_4_adaptive_monitoring,hybrid,33,650.0,407.8075984663646,520.8558032350802,520.8558032350802,520.8558032350802,520.8558032350802,True,False,127,False,2,800,0.6068565453368521,120.22820239225364,False,0.1104,0.0336,rolling
novelty_4_adaptive_monitoring,hybrid,34,821.0,515.0923666782851,520.8558032350802,520.8558032350802,520.8558032350802,520.8558032350802,False,False,2,True,2,600,1.0220086640442165,272.14816338742946,False,0.0912,0.0336,rolling
novelty_4_adaptive_monitoring,hybrid,35,626.0,392.75008713837576,520.8558032350802,520.8558032350802,520.8558032350802,520.8558032350802,False,False,1,True,2,600,0.7792660459094757,165.17845648338968,False,0.072,0.0,rolling
